Dados	Densidade de Fluxo (Jy)	G1	G2	G3	G4	G5	Ajuste		
-609.000025	0.44397	0.43791	0.00000	0.00000	0.00000	0.00000	0.43791	0.00004	-0.00606
-608.097155	0.56198	0.44002	0.00000	0.00000	0.00000	0.00000	0.44002	0.01487	-0.12196
-607.194285	0.44483	0.44213	0.00000	0.00000	0.00000	0.00000	0.44214	0.00001	-0.00269
-606.291415	0.47309	0.44425	0.00000	0.00000	0.00000	0.00000	0.44425	0.00083	-0.02884
-605.388545	0.31895	0.44637	0.00000	0.00000	0.00000	0.00000	0.44637	0.01624	0.12742
-604.485675	0.37355	0.44849	0.00000	0.00000	0.00000	0.00001	0.44850	0.00562	0.07495
-603.582806	0.05643	0.45062	0.00000	0.00000	0.00000	0.00001	0.45063	0.15539	0.39420
-602.679936	-0.20601	0.45275	0.00000	0.00000	0.00000	0.00001	0.45276	0.43397	0.65877
-601.777066	-0.05000	0.45488	0.00000	0.00000	0.00000	0.00001	0.45489	0.25492	0.50489
-600.874196	0.02095	0.45702	0.00000	0.00000	0.00000	0.00001	0.45702	0.19016	0.43608
-599.971326	0.02838	0.45916	0.00000	0.00000	0.00000	0.00001	0.45916	0.18558	0.43079
-599.068457	-0.17866	0.46130	0.00000	0.00000	0.00000	0.00001	0.46130	0.40956	0.63997
-598.165587	-0.22643	0.46344	0.00000	0.00000	0.00000	0.00001	0.46345	0.47593	0.68988
-597.262717	-0.06301	0.46559	0.00000	0.00000	0.00000	0.00001	0.46560	0.27943	0.52861
-596.359847	-0.51555	0.46774	0.00000	0.00000	0.00000	0.00001	0.46775	0.96687	0.98330
-595.456977	0.06642	0.46989	0.00000	0.00000	0.00000	0.00001	0.46990	0.16279	0.40348
-594.554108	-0.15723	0.47205	0.00000	0.00000	0.00000	0.00001	0.47205	0.39599	0.62928
-593.651238	0.10646	0.47420	0.00000	0.00000	0.00000	0.00001	0.47421	0.13524	0.36775
-592.748368	0.58235	0.47636	0.00000	0.00000	0.00000	0.00001	0.47637	0.01123	-0.10598
-591.845498	0.50843	0.47852	0.00000	0.00000	0.00000	0.00001	0.47853	0.00089	-0.02990
-590.942628	0.40949	0.48069	0.00000	0.00000	0.00000	0.00001	0.48070	0.00507	0.07121
-590.039758	-0.09175	0.48286	0.00000	0.00000	0.00000	0.00001	0.48286	0.33018	0.57462
-589.136889	-0.05273	0.48502	0.00000	0.00000	0.00000	0.00001	0.48503	0.28919	0.53776
-588.234019	0.20909	0.48720	0.00000	0.00000	0.00000	0.00001	0.48720	0.07735	0.27812
-587.331149	0.63595	0.48937	0.00000	0.00000	0.00000	0.00001	0.48938	0.02148	-0.14657
-586.428279	0.25440	0.49154	0.00000	0.00000	0.00000	0.00001	0.49155	0.05624	0.23716
-585.525409	0.12446	0.49372	0.00000	0.00000	0.00000	0.00001	0.49373	0.13636	0.36927
-584.622540	0.58219	0.49590	0.00000	0.00000	0.00000	0.00001	0.49591	0.00744	-0.08628
-583.719670	0.22068	0.49808	0.00000	0.00000	0.00000	0.00001	0.49809	0.07696	0.27741
-582.816800	0.42947	0.50026	0.00000	0.00000	0.00000	0.00001	0.50027	0.00501	0.07081
-581.913930	0.26208	0.50245	0.00000	0.00000	0.00000	0.00001	0.50246	0.05778	0.24038
-581.011060	0.41964	0.50463	0.00000	0.00000	0.00000	0.00001	0.50464	0.00723	0.08500
-580.108191	0.42608	0.50682	0.00000	0.00000	0.00000	0.00001	0.50683	0.00652	0.08076
-579.205321	0.80471	0.50901	0.00000	0.00000	0.00000	0.00001	0.50902	0.08743	-0.29569
-578.302451	1.06896	0.51120	0.00000	0.00000	0.00000	0.00001	0.51121	0.31108	-0.55775
-577.399581	0.74791	0.51339	0.00000	0.00000	0.00000	0.00001	0.51341	0.05499	-0.23451
-576.496711	0.63105	0.51559	0.00000	0.00000	0.00000	0.00001	0.51560	0.01333	-0.11545
-575.593841	0.65942	0.51778	0.00000	0.00000	0.00000	0.00001	0.51780	0.02006	-0.14163
-574.690972	0.81528	0.51998	0.00000	0.00000	0.00000	0.00001	0.51999	0.08720	-0.29529
-573.788102	0.76973	0.52218	0.00000	0.00000	0.00000	0.00001	0.52219	0.06127	-0.24754
-572.885232	0.38362	0.52437	0.00000	0.00000	0.00000	0.00001	0.52439	0.01982	0.14077
-571.982362	0.65495	0.52657	0.00000	0.00000	0.00000	0.00001	0.52659	0.01648	-0.12836
-571.079492	0.28430	0.52877	0.00000	0.00000	0.00000	0.00001	0.52879	0.05977	0.24449
-570.176623	0.42737	0.53098	0.00000	0.00000	0.00000	0.00002	0.53099	0.01074	0.10363
-569.273753	0.50635	0.53318	0.00000	0.00000	0.00000	0.00002	0.53319	0.00072	0.02685
-568.370883	0.55532	0.53538	0.00000	0.00000	0.00000	0.00002	0.53540	0.00040	-0.01992
-567.468013	1.04771	0.53759	0.00000	0.00000	0.00000	0.00002	0.53760	0.26021	-0.51011
-566.565143	0.71339	0.53979	0.00000	0.00000	0.00000	0.00002	0.53981	0.03013	-0.17358
-565.662274	0.87882	0.54200	0.00000	0.00000	0.00000	0.00002	0.54201	0.11344	-0.33681
-564.759404	0.64723	0.54420	0.00000	0.00000	0.00000	0.00002	0.54422	0.01061	-0.10301
-563.856534	0.50025	0.54641	0.00000	0.00000	0.00000	0.00002	0.54643	0.00213	0.04618
-562.953664	0.36170	0.54861	0.00000	0.00000	0.00000	0.00002	0.54863	0.03494	0.18693
-562.050794	0.00719	0.55082	0.00000	0.00000	0.00000	0.00002	0.55084	0.29556	0.54365
-561.147925	0.24907	0.55303	0.00000	0.00000	0.00000	0.00002	0.55305	0.09240	0.30398
-560.245055	0.01391	0.55524	0.00000	0.00000	0.00000	0.00002	0.55526	0.29305	0.54135
-559.342185	0.30514	0.55744	0.00000	0.00000	0.00000	0.00002	0.55746	0.06367	0.25233
-558.439315	0.03016	0.55965	0.00000	0.00000	0.00000	0.00002	0.55967	0.28038	0.52951
-557.536445	0.23983	0.56186	0.00000	0.00000	0.00000	0.00002	0.56188	0.10372	0.32205
-556.633575	0.05472	0.56407	0.00000	0.00000	0.00000	0.00002	0.56409	0.25945	0.50937
-555.730706	-0.04986	0.56627	0.00000	0.00000	0.00000	0.00002	0.56630	0.37965	0.61615
-554.827836	-0.06141	0.56848	0.00000	0.00000	0.00000	0.00002	0.56850	0.39679	0.62991
-553.924966	0.29812	0.57069	0.00000	0.00000	0.00000	0.00003	0.57071	0.07431	0.27259
-553.022096	0.17876	0.57289	0.00000	0.00000	0.00000	0.00003	0.57292	0.15536	0.39416
-552.119226	0.58427	0.57510	0.00000	0.00000	0.00000	0.00003	0.57513	0.00008	-0.00914
-551.216357	-0.13667	0.57731	0.00000	0.00000	0.00000	0.00003	0.57733	0.50979	0.71400
-550.313487	0.10347	0.57951	0.00000	0.00000	0.00000	0.00003	0.57954	0.22665	0.47607
-549.410617	-0.20087	0.58171	0.00000	0.00000	0.00000	0.00003	0.58174	0.61249	0.78261
-548.507747	0.22247	0.58392	0.00000	0.00000	0.00000	0.00003	0.58395	0.13067	0.36148
-547.604877	0.35833	0.58612	0.00000	0.00000	0.00000	0.00003	0.58615	0.05190	0.22782
-546.702008	0.82875	0.58832	0.00000	0.00000	0.00000	0.00003	0.58835	0.05779	-0.24039
-545.799138	1.00199	0.59052	0.00000	0.00000	0.00000	0.00003	0.59056	0.16928	-0.41143
-544.896268	0.95674	0.59272	0.00000	0.00000	0.00000	0.00003	0.59276	0.13249	-0.36399
-543.993398	0.36441	0.59492	0.00000	0.00000	0.00000	0.00003	0.59496	0.05315	0.23055
-543.090528	0.62797	0.59712	0.00000	0.00000	0.00000	0.00004	0.59716	0.00095	-0.03082
-542.187658	0.17312	0.59932	0.00000	0.00000	0.00000	0.00004	0.59935	0.18167	0.42623
-541.284789	-0.11841	0.60151	0.00000	0.00000	0.00000	0.00004	0.60155	0.51835	0.71996
-540.381919	-0.04010	0.60371	0.00000	0.00000	0.00000	0.00004	0.60375	0.41453	0.64384
-539.479049	0.30632	0.60590	0.00000	0.00000	0.00000	0.00004	0.60594	0.08977	0.29962
-538.576179	0.68602	0.60809	0.00000	0.00000	0.00000	0.00004	0.60813	0.00607	-0.07789
-537.673309	1.28268	0.61028	0.00000	0.00000	0.00000	0.00004	0.61032	0.45207	-0.67236
-536.770440	0.51336	0.61247	0.00000	0.00000	0.00000	0.00004	0.61251	0.00983	0.09915
-535.867570	0.38578	0.61466	0.00000	0.00000	0.00000	0.00004	0.61470	0.05240	0.22892
-534.964700	0.86915	0.61684	0.00000	0.00000	0.00000	0.00004	0.61689	0.06364	-0.25226
-534.061830	0.76939	0.61902	0.00000	0.00000	0.00000	0.00005	0.61907	0.02260	-0.15032
-533.158960	0.87364	0.62120	0.00000	0.00000	0.00000	0.00005	0.62125	0.06370	-0.25239
-532.256091	0.91391	0.62338	0.00000	0.00000	0.00000	0.00005	0.62343	0.08438	-0.29048
-531.353221	0.35188	0.62556	0.00000	0.00000	0.00000	0.00005	0.62561	0.07493	0.27373
-530.450351	0.46495	0.62773	0.00000	0.00000	0.00000	0.00005	0.62778	0.02651	0.16283
-529.547481	0.36897	0.62991	0.00000	0.00000	0.00000	0.00005	0.62996	0.06812	0.26099
-528.644611	0.50762	0.63208	0.00000	0.00000	0.00000	0.00005	0.63213	0.01550	0.12451
-527.741741	0.19015	0.63424	0.00000	0.00000	0.00000	0.00006	0.63430	0.19727	0.44415
-526.838872	0.30158	0.63641	0.00000	0.00000	0.00000	0.00006	0.63646	0.11215	0.33489
-525.936002	-0.02008	0.63857	0.00000	0.00000	0.00000	0.00006	0.63863	0.43389	0.65870
-525.033132	0.43117	0.64073	0.00000	0.00000	0.00000	0.00006	0.64079	0.04394	0.20962
-524.130262	0.27454	0.64289	0.00000	0.00000	0.00000	0.00006	0.64295	0.13572	0.36841
-523.227392	0.10721	0.64504	0.00000	0.00000	0.00000	0.00006	0.64510	0.28933	0.53789
-522.324523	-0.16688	0.64719	0.00000	0.00000	0.00000	0.00007	0.64726	0.66283	0.81414
-521.421653	0.26295	0.64934	0.00000	0.00000	0.00000	0.00007	0.64941	0.14935	0.38646
-520.518783	0.40793	0.65149	0.00000	0.00000	0.00000	0.00007	0.65155	0.05935	0.24363
-519.615913	0.47528	0.65363	0.00000	0.00000	0.00000	0.00007	0.65370	0.03184	0.17842
-518.713043	0.53446	0.65577	0.00000	0.00000	0.00000	0.00007	0.65584	0.01473	0.12138
-517.810174	0.14890	0.65790	0.00000	0.00000	0.00000	0.00007	0.65798	0.25916	0.50908
-516.907304	0.31962	0.66004	0.00000	0.00000	0.00000	0.00008	0.66011	0.11593	0.34049
-516.004434	0.17806	0.66217	0.00000	0.00000	0.00000	0.00008	0.66224	0.23444	0.48419
-515.101564	0.55969	0.66429	0.00000	0.00000	0.00000	0.00008	0.66437	0.01096	0.10468
-514.198694	-0.04526	0.66641	0.00000	0.00000	0.00000	0.00008	0.66650	0.50659	0.71175
-513.295825	0.07262	0.66853	0.00000	0.00000	0.00000	0.00008	0.66862	0.35521	0.59600
-512.392955	0.44139	0.67065	0.00000	0.00000	0.00000	0.00009	0.67073	0.05260	0.22934
-511.490085	0.07156	0.67276	0.00000	0.00000	0.00000	0.00009	0.67285	0.36155	0.60129
-510.587215	-0.10491	0.67487	0.00000	0.00000	0.00000	0.00009	0.67496	0.60819	0.77986
-509.684345	-0.10345	0.67697	0.00000	0.00000	0.00000	0.00009	0.67706	0.60920	0.78051
-508.781475	0.16322	0.67907	0.00000	0.00000	0.00000	0.00010	0.67916	0.26620	0.51595
-507.878606	0.50566	0.68116	0.00000	0.00000	0.00000	0.00010	0.68126	0.03084	0.17560
-506.975736	0.41881	0.68325	0.00000	0.00000	0.00000	0.00010	0.68336	0.06998	0.26454
-506.072866	0.16680	0.68534	0.00000	0.00000	0.00000	0.00010	0.68545	0.26900	0.51865
-505.169996	0.53825	0.68742	0.00000	0.00000	0.00000	0.00011	0.68753	0.02228	0.14928
-504.267126	0.21315	0.68950	0.00000	0.00000	0.00000	0.00011	0.68961	0.22702	0.47647
-503.364257	0.22703	0.69158	0.00000	0.00000	0.00000	0.00011	0.69169	0.21591	0.46466
-502.461387	0.27435	0.69364	0.00000	0.00000	0.00000	0.00012	0.69376	0.17590	0.41941
-501.558517	0.88292	0.69571	0.00000	0.00000	0.00000	0.00012	0.69583	0.03500	-0.18710
-500.655647	1.24198	0.69777	0.00000	0.00000	0.00000	0.00012	0.69789	0.29603	-0.54409
-499.752777	1.31380	0.69982	0.00000	0.00000	0.00000	0.00012	0.69995	0.37681	-0.61385
-498.849908	1.17633	0.70187	0.00000	0.00000	0.00000	0.00013	0.70200	0.22499	-0.47433
-497.947038	0.75312	0.70392	0.00000	0.00000	0.00000	0.00013	0.70405	0.00241	-0.04907
-497.044168	0.43686	0.70596	0.00000	0.00000	0.00000	0.00013	0.70609	0.07249	0.26924
-496.141298	0.45373	0.70799	0.00000	0.00000	0.00000	0.00014	0.70813	0.06472	0.25440
-495.238428	0.58843	0.71002	0.00000	0.00000	0.00000	0.00014	0.71016	0.01482	0.12173
-494.335558	0.56828	0.71205	0.00000	0.00000	0.00000	0.00014	0.71219	0.02071	0.14391
-493.432689	0.64843	0.71407	0.00000	0.00000	0.00000	0.00015	0.71422	0.00433	0.06578
-492.529819	0.35305	0.71608	0.00000	0.00000	0.00000	0.00015	0.71623	0.13191	0.36319
-491.626949	0.65632	0.71809	0.00000	0.00000	0.00000	0.00016	0.71824	0.00383	0.06192
-490.724079	0.79845	0.72009	0.00000	0.00000	0.00000	0.00016	0.72025	0.00611	-0.07820
-489.821209	0.85741	0.72209	0.00000	0.00000	0.00000	0.00016	0.72225	0.01827	-0.13516
-488.918340	0.34308	0.72408	0.00000	0.00000	0.00000	0.00017	0.72425	0.14529	0.38117
-488.015470	0.23864	0.72607	0.00000	0.00000	0.00000	0.00017	0.72624	0.23775	0.48760
-487.112600	0.30133	0.72804	0.00000	0.00000	0.00000	0.00018	0.72822	0.18224	0.42689
-486.209730	0.64296	0.73002	0.00000	0.00000	0.00000	0.00018	0.73020	0.00761	0.08724
-485.306860	0.52102	0.73199	0.00000	0.00000	0.00000	0.00019	0.73217	0.04458	0.21115
-484.403991	0.11997	0.73395	0.00000	0.00000	0.00000	0.00019	0.73414	0.37720	0.61417
-483.501121	0.09408	0.73590	0.00000	0.00000	0.00000	0.00020	0.73610	0.41219	0.64202
-482.598251	0.12815	0.73785	0.00000	0.00000	0.00000	0.00020	0.73805	0.37198	0.60990
-481.695381	0.07689	0.73979	0.00000	0.00000	0.00000	0.00021	0.74000	0.43972	0.66311
-480.792511	0.35282	0.74173	0.00000	0.00000	0.00000	0.00021	0.74194	0.15142	0.38912
-479.889641	0.70808	0.74366	0.00000	0.00000	0.00000	0.00022	0.74387	0.00128	0.03579
-478.986772	0.34176	0.74558	0.00000	0.00000	0.00000	0.00022	0.74580	0.16325	0.40404
-478.083902	0.22617	0.74750	0.00000	0.00000	0.00000	0.00023	0.74773	0.27202	0.52155
-477.181032	0.16001	0.74941	0.00000	0.00000	0.00000	0.00023	0.74964	0.34766	0.58963
-476.278162	0.71087	0.75131	0.00000	0.00000	0.00000	0.00024	0.75155	0.00165	0.04068
-475.375292	0.88632	0.75321	0.00000	0.00000	0.00000	0.00024	0.75345	0.01765	-0.13286
-474.472423	0.24888	0.75510	0.00000	0.00000	0.00000	0.00025	0.75535	0.25651	0.50647
-473.569553	0.26276	0.75698	0.00000	0.00000	0.00000	0.00026	0.75723	0.24450	0.49447
-472.666683	0.32953	0.75885	0.00000	0.00000	0.00000	0.00026	0.75911	0.18455	0.42959
-471.763813	0.31415	0.76072	0.00000	0.00000	0.00000	0.00027	0.76099	0.19967	0.44684
-470.860943	0.24176	0.76258	0.00000	0.00000	0.00000	0.00027	0.76286	0.27154	0.52109
-469.958074	0.70983	0.76443	0.00000	0.00000	0.00000	0.00028	0.76472	0.00301	0.05489
-469.055204	0.72925	0.76628	0.00000	0.00000	0.00000	0.00029	0.76657	0.00139	0.03732
-468.152334	0.84840	0.76812	0.00000	0.00000	0.00000	0.00030	0.76841	0.00640	-0.07998
-467.249464	0.82592	0.76995	0.00000	0.00000	0.00000	0.00030	0.77025	0.00310	-0.05567
-466.346594	0.67441	0.77177	0.00000	0.00000	0.00000	0.00031	0.77208	0.00954	0.09767
-465.443725	0.90636	0.77359	0.00000	0.00000	0.00000	0.00032	0.77390	0.01754	-0.13245
-464.540855	0.82024	0.77539	0.00000	0.00000	0.00000	0.00033	0.77572	0.00198	-0.04452
-463.637985	1.29338	0.77719	0.00000	0.00000	0.00000	0.00033	0.77753	0.26611	-0.51586
-462.735115	0.93668	0.77898	0.00000	0.00000	0.00000	0.00034	0.77932	0.02476	-0.15736
-461.832245	1.08416	0.78077	0.00000	0.00000	0.00000	0.00035	0.78112	0.09183	-0.30304
-460.929375	1.44772	0.78254	0.00000	0.00000	0.00000	0.00036	0.78290	0.44199	-0.66482
-460.026506	1.10865	0.78431	0.00000	0.00000	0.00000	0.00037	0.78468	0.10496	-0.32398
-459.123636	1.22145	0.78607	0.00000	0.00000	0.00000	0.00037	0.78644	0.18923	-0.43501
-458.220766	1.33557	0.78782	0.00000	0.00000	0.00000	0.00038	0.78820	0.29961	-0.54736
-457.317896	1.48691	0.78956	0.00000	0.00000	0.00000	0.00039	0.78995	0.48575	-0.69696
-456.415026	1.27548	0.79130	0.00000	0.00000	0.00000	0.00040	0.79170	0.23405	-0.48378
-455.512157	1.44088	0.79302	0.00000	0.00000	0.00000	0.00041	0.79343	0.41918	-0.64744
-454.609287	0.87541	0.79474	0.00000	0.00000	0.00000	0.00042	0.79516	0.00644	-0.08025
-453.706417	0.84034	0.79645	0.00000	0.00000	0.00000	0.00043	0.79688	0.00189	-0.04346
-452.803547	1.02130	0.79814	0.00000	0.00000	0.00000	0.00044	0.79859	0.04960	-0.22272
-451.900677	0.78660	0.79983	0.00000	0.00000	0.00000	0.00045	0.80029	0.00019	0.01368
-450.997808	0.68348	0.80152	0.00000	0.00000	0.00000	0.00046	0.80198	0.01404	0.11850
-450.094938	0.89980	0.80319	0.00000	0.00000	0.00000	0.00047	0.80366	0.00924	-0.09614
-449.192068	0.75181	0.80485	0.00000	0.00000	0.00000	0.00049	0.80534	0.00287	0.05353
-448.289198	0.81104	0.80651	0.00000	0.00000	0.00000	0.00050	0.80700	0.00002	-0.00404
-447.386328	0.78858	0.80815	0.00000	0.00000	0.00000	0.00051	0.80866	0.00040	0.02008
-446.483458	1.35705	0.80979	0.00000	0.00000	0.00000	0.00052	0.81031	0.29892	-0.54674
-445.580589	1.26909	0.81141	0.00000	0.00000	0.00000	0.00053	0.81195	0.20898	-0.45715
-444.677719	0.92449	0.81303	0.00000	0.00000	0.00000	0.00054	0.81358	0.01230	-0.11091
-443.774849	0.77559	0.81464	0.00000	0.00000	0.00000	0.00056	0.81520	0.00157	0.03960
-442.871979	0.74742	0.81624	0.00000	0.00000	0.00000	0.00057	0.81681	0.00482	0.06939
-441.969109	0.67482	0.81783	0.00000	0.00000	0.00000	0.00058	0.81841	0.02062	0.14359
-441.066240	0.60695	0.81940	0.00000	0.00000	0.00000	0.00060	0.82000	0.04539	0.21305
-440.163370	0.83064	0.82097	0.00000	0.00000	0.00000	0.00061	0.82158	0.00008	-0.00906
-439.260500	0.69004	0.82253	0.00000	0.00000	0.00000	0.00062	0.82316	0.01772	0.13312
-438.357630	0.58816	0.82408	0.00000	0.00000	0.00000	0.00064	0.82472	0.05596	0.23656
-437.454760	0.79601	0.82562	0.00000	0.00000	0.00000	0.00065	0.82628	0.00092	0.03026
-436.551891	0.89516	0.82715	0.00000	0.00000	0.00000	0.00067	0.82782	0.00453	-0.06734
-435.649021	0.80785	0.82867	0.00000	0.00000	0.00000	0.00068	0.82936	0.00046	0.02150
-434.746151	0.93939	0.83018	0.00000	0.00000	0.00000	0.00070	0.83088	0.01177	-0.10851
-433.843281	1.35347	0.83168	0.00000	0.00000	0.00000	0.00072	0.83240	0.27151	-0.52107
-432.940411	0.85150	0.83317	0.00000	0.00000	0.00000	0.00073	0.83390	0.00031	-0.01760
-432.037541	0.45779	0.83465	0.00000	0.00000	0.00000	0.00075	0.83540	0.14258	0.37760
-431.134672	0.84644	0.83612	0.00000	0.00000	0.00000	0.00077	0.83688	0.00009	-0.00956
-430.231802	0.74706	0.83757	0.00000	0.00000	0.00000	0.00078	0.83836	0.00833	0.09130
-429.328932	0.84013	0.83902	0.00000	0.00000	0.00000	0.00080	0.83982	0.00000	-0.00031
-428.426062	1.34822	0.84046	0.00000	0.00000	0.00000	0.00082	0.84128	0.25699	-0.50694
-427.523192	0.83647	0.84188	0.00000	0.00000	0.00000	0.00084	0.84272	0.00004	0.00625
-426.620323	0.73634	0.84330	0.00000	0.00000	0.00000	0.00086	0.84416	0.01162	0.10781
-425.717453	1.35170	0.84470	0.00000	0.00000	0.00000	0.00088	0.84558	0.25615	-0.50612
-424.814583	1.29898	0.84610	0.00000	0.00000	0.00000	0.00090	0.84699	0.20429	-0.45199
-423.911713	1.11398	0.84748	0.00000	0.00000	0.00000	0.00092	0.84840	0.07053	-0.26558
-423.008843	1.01523	0.84885	0.00000	0.00000	0.00000	0.00094	0.84979	0.02737	-0.16544
-422.105974	1.31773	0.85021	0.00000	0.00000	0.00000	0.00096	0.85117	0.21768	-0.46656
-421.203104	1.34293	0.85156	0.00000	0.00000	0.00000	0.00098	0.85254	0.24049	-0.49039
-420.300234	1.18291	0.85290	0.00000	0.00000	0.00000	0.00100	0.85390	0.10825	-0.32901
-419.397364	0.96563	0.85423	0.00000	0.00000	0.00000	0.00102	0.85525	0.01218	-0.11038
-418.494494	1.16884	0.85555	0.00000	0.00000	0.00000	0.00104	0.85659	0.09750	-0.31225
-417.591625	0.98041	0.85685	0.00000	0.00000	0.00000	0.00107	0.85792	0.01500	-0.12249
-416.688755	1.45542	0.85814	0.00000	0.00000	0.00000	0.00109	0.85924	0.35544	-0.59619
-415.785885	1.49880	0.85943	0.00000	0.00000	0.00000	0.00112	0.86054	0.40737	-0.63826
-414.883015	1.44250	0.86070	0.00000	0.00000	0.00000	0.00114	0.86184	0.33717	-0.58066
-413.980145	0.96255	0.86196	0.00000	0.00000	0.00000	0.00116	0.86312	0.00989	-0.09943
-413.077275	0.73380	0.86320	0.00000	0.00000	0.00000	0.00119	0.86439	0.01705	0.13059
-412.174406	1.55680	0.86444	0.00000	0.00000	0.00000	0.00122	0.86566	0.47768	-0.69115
-411.271536	1.01546	0.86566	0.00000	0.00000	0.00000	0.00124	0.86691	0.02207	-0.14855
-410.368666	0.89239	0.86688	0.00000	0.00000	0.00000	0.00127	0.86815	0.00059	-0.02425
-409.465796	0.75892	0.86808	0.00000	0.00000	0.00000	0.00130	0.86937	0.01220	0.11045
-408.562926	0.62631	0.86927	0.00000	0.00000	0.00000	0.00133	0.87059	0.05967	0.24428
-407.660057	0.78500	0.87044	0.00000	0.00000	0.00000	0.00135	0.87180	0.00753	0.08679
-406.757187	1.14018	0.87161	0.00000	0.00000	0.00000	0.00138	0.87299	0.07139	-0.26719
-405.854317	0.87897	0.87276	0.00000	0.00000	0.00000	0.00141	0.87417	0.00002	-0.00480
-404.951447	0.44499	0.87390	0.00000	0.00000	0.00000	0.00144	0.87534	0.18520	0.43035
-404.048577	0.64583	0.87503	0.00000	0.00000	0.00000	0.00148	0.87650	0.05321	0.23067
-403.145708	0.77967	0.87615	0.00000	0.00000	0.00000	0.00151	0.87765	0.00960	0.09798
-402.242838	1.02039	0.87725	0.00000	0.00000	0.00000	0.00154	0.87879	0.02005	-0.14160
-401.339968	0.62142	0.87834	0.00000	0.00000	0.00000	0.00157	0.87991	0.06682	0.25850
-400.437098	0.82205	0.87942	0.00000	0.00000	0.00000	0.00161	0.88103	0.00348	0.05898
-399.534228	0.89254	0.88049	0.00000	0.00000	0.00000	0.00164	0.88213	0.00011	-0.01041
-398.631358	0.85535	0.88154	0.00000	0.00000	0.00000	0.00167	0.88322	0.00078	0.02787
-397.728489	0.65578	0.88259	0.00000	0.00000	0.00000	0.00171	0.88430	0.05222	0.22852
-396.825619	0.43613	0.88362	0.00000	0.00000	0.00000	0.00175	0.88536	0.20181	0.44923
-395.922749	0.10638	0.88463	0.00000	0.00000	0.00000	0.00178	0.88642	0.60846	0.78004
-395.019879	0.34699	0.88564	0.00000	0.00000	0.00000	0.00182	0.88746	0.29211	0.54047
-394.117009	0.62283	0.88663	0.00000	0.00000	0.00000	0.00186	0.88849	0.07057	0.26565
-393.214140	0.37342	0.88761	0.00000	0.00000	0.00000	0.00190	0.88951	0.26635	0.51609
-392.311270	0.47122	0.88857	0.00000	0.00000	0.00000	0.00194	0.89051	0.17581	0.41930
-391.408400	0.27419	0.88953	0.00000	0.00000	0.00000	0.00198	0.89151	0.38108	0.61732
-390.505530	0.53517	0.89047	0.00000	0.00000	0.00000	0.00202	0.89249	0.12768	0.35732
-389.602660	0.88833	0.89140	0.00000	0.00000	0.00000	0.00206	0.89346	0.00003	0.00513
-388.699791	0.66265	0.89231	0.00000	0.00000	0.00000	0.00211	0.89442	0.05372	0.23177
-387.796921	1.07159	0.89321	0.00000	0.00000	0.00000	0.00215	0.89536	0.03105	-0.17622
-386.894051	1.07204	0.89410	0.00000	0.00000	0.00000	0.00219	0.89630	0.03089	-0.17575
-385.991181	0.85264	0.89498	0.00000	0.00000	0.00000	0.00224	0.89722	0.00199	0.04458
-385.088311	1.01123	0.89584	0.00000	0.00000	0.00000	0.00229	0.89813	0.01279	-0.11310
-384.185441	0.81464	0.89669	0.00000	0.00000	0.00000	0.00233	0.89902	0.00712	0.08439
-383.282572	0.43754	0.89753	0.00000	0.00000	0.00000	0.00238	0.89991	0.21378	0.46237
-382.379702	0.61584	0.89835	0.00000	0.00000	0.00000	0.00243	0.90078	0.08119	0.28494
-381.476832	0.97874	0.89916	0.00000	0.00000	0.00000	0.00248	0.90164	0.00594	-0.07710
-380.573962	0.79039	0.89996	0.00000	0.00000	0.00000	0.00253	0.90249	0.01257	0.11210
-379.671092	0.56329	0.90074	0.00000	0.00000	0.00000	0.00258	0.90332	0.11562	0.34003
-378.768223	0.81512	0.90151	0.00000	0.00000	0.00000	0.00263	0.90415	0.00793	0.08903
-377.865353	0.96892	0.90227	0.00000	0.00000	0.00000	0.00269	0.90496	0.00409	-0.06396
-376.962483	1.07704	0.90301	0.00000	0.00000	0.00000	0.00274	0.90576	0.02934	-0.17128
-376.059613	0.95841	0.90374	0.00000	0.00000	0.00000	0.00280	0.90654	0.00269	-0.05187
-375.156743	1.47823	0.90446	0.00000	0.00000	0.00000	0.00286	0.90731	0.32595	-0.57092
-374.253874	1.28042	0.90516	0.00000	0.00000	0.00000	0.00291	0.90808	0.13864	-0.37234
-373.351004	1.10081	0.90585	0.00000	0.00000	0.00000	0.00297	0.90882	0.03686	-0.19198
-372.448134	1.01050	0.90653	0.00000	0.00000	0.00000	0.00303	0.90956	0.01019	-0.10094
-371.545264	0.86821	0.90719	0.00000	0.00000	0.00000	0.00309	0.91028	0.00177	0.04207
-370.642394	1.07454	0.90784	0.00000	0.00000	0.00000	0.00315	0.91099	0.02675	-0.16355
-369.739525	0.99789	0.90847	0.00000	0.00000	0.00000	0.00322	0.91169	0.00743	-0.08620
-368.836655	1.21371	0.90909	0.00000	0.00000	0.00000	0.00328	0.91238	0.09080	-0.30134
-367.933785	0.98952	0.90970	0.00000	0.00000	0.00000	0.00335	0.91305	0.00585	-0.07647
-367.030915	0.72789	0.91030	0.00000	0.00000	0.00000	0.00341	0.91371	0.03453	0.18582
-366.128045	0.45848	0.91088	0.00000	0.00000	0.00000	0.00348	0.91436	0.20782	0.45588
-365.225175	0.54512	0.91144	0.00000	0.00000	0.00000	0.00355	0.91499	0.13680	0.36987
