Dados;Densidade de Fluxo (Jy);G1;G2;G3;G4;G5;Ajuste;Erro
-4,9253E+12;0.353045118214656;0.716080624753862;3,58E-13;3,11E-162;3,40E-237;0.000152121239290126;0.716232745993152;0.363187627778496
-4,91627E+12;0.656320245118213;0.718088821256655;5,08E-13;1,92E-161;3,72E-236;0.000155984483746187;0.718244805740402;0.0619245606221885
-4,90724E+12;0.798446641057296;0.720091440610913;7,20E-13;1,19E-160;4,06E-236;0.000159939581886078;0.720251380192799;-0.0781952608644966
-4,89821E+12;0.857407554762883;0.722088404830986;1,02E-13;7,27E-160;4,41E-234;0.000163988549379364;0.722252393380366;-0.135155161382517
-4,88918E+12;0.343076082681666;0.724079635979458;1,44E-12;4,45E-159;4,76E-234;0.000168133441810205;0.724247769421268;0.381171686739602
-4,88015E+12;0.238640549686739;0.726065056170807;2,04E-12;2,71E-158;5,11E-232;0.000172376355359394;0.726237432526166;0.487596882839427
-4,87113E+12;0.301326844102981;0.728044587577079;2,88E-12;1,64E-157;5,47E-231;0.000176719427499668;0.728221307004579;0.426894462901598
-4,8621E+12;0.642958823798416;0.730018152433548;4,06E-12;9,90E-157;5,81E-231;0.000181164837700556;0.730199317271248;0.0872404934728322
-4,85307E+11;0.521020245118216;0.731985673042419;5,73E-12;5,95E-156;6,15E-230;0.000185714808138277;0.732171387850557;0.211151142732341
-4,84404E+12;0.119969483696892;0.733947071778522;8,06E-12;3,56E-155;6,48E-228;0.000190371604419393;0.734137443382942;0.61416795968605
-4,83501E+12;0.0940791283669462;0.73590227109499;1,13E-12;2,13E-154;6,79E-227;0.000195137536314229;0.736097408631304;0.642018280264358
-4,82598E+12;0.128148671514154;0.737851193527001;1,59E-11;1,26E-153;7,09E-226;0.000200014958495217;0.738051208485496;0.609902536971342
-4,81695E+12;0.0768882654227809;0.739793761697697;2,24E-11;7,47E-153;7,36E-225;0.000205006271290074;0.739998767968987;0.663110502546206
-4,80793E+12;0.352816184204507;0.741729898322809;3,14E-11;4,40E-152;7,60E-224;0.000210113921441582;0.741940012244251;0.389123828039744
-4,7989E+12;0.708080143595367;0.743659526216579;4,39E-11;2,58E-151;7,81E-223;0.000215340402880557;0.74387486661946;0.0357947230240927
-4,78987E+12;0.341764915168969;0.745582568295537;6,15E-11;1,51E-150;7,98E-222;0.000220688257503006;0.74580325655304;0.404038341384071
-4,78084E+12;0.226174052224813;0.747498947584224;8,59E-11;8,77E-150;8,12E-224;0.000226160075962252;0.747725107660186;0.521551055435373
-4,77181E+12;0.160012123290802;0.749408587220903;1,20E-10;5,08E-149;8,22E-221;0.000231758498471298;0.749640345719374;0.589628222428572
-4,76278E+12;0.710868976082679;0.751311410461368;1,67E-10;2,93E-148;8,28E-219;0.000237486215609722;0.751548896676978;0.040679920594299
-4,75375E+12;0.886315676590289;0.753207340684673;2,33E-10;1,69E-147;8,31E-218;0.000243345969146071;0.753450686653819;-0.13286498993647
-4,74472E+12;0.248880143595372;0.755096301398841;3,25E-10;9,65E-147;8,29E-217;0.000249340552870676;0.755345641951711;0.506465498356339
-4,7357E+12;0.262761869483693;0.756978216244705;4,52E-10;5,50E-146;8,22E-216;0.000255472813432782;0.757233689058138;0.494471819574445
-4,72667E+12;0.3295273517172;0.758853009001632;6,28E-10;3,12E-145;8,12E-215;0.000261745651193705;0.759114754652826;0.429587402935626
-4,71764E+11;0.314147148671513;0.76072060359324;8,72E-10;1,76E-144;7,98E-214;0.0002681620210906;0.760988765614331;0.446841616942818
-4,70861E+12;0.241762377097906;0.76258092409125;1,21E-09;9,94E-145;7,81E-213;0.000274724933504267;0.762855649024754;0.521093271926848
-4,69958E+12;0.709828366945626;0.764433894721417;1,68E-09;5,57E-143;7,60E-213;0.000281437455144304;0.764715332176562;0.0548869652309356
-4,69055E+12;0.729246133443084;0.76627943986822;2,32E-09;3,11E-142;7,36E-211;0.000288302709940506;0.766567742578161;0.0373216091350765
-4,68152E+12;0.84839587963598;0.768117484080774;3,21E-09;1,73E-141;7,09E-210;0.00029532387994928;0.768412807960724;-0.0799830716752563
-4,67249E+12;0.825918722275571;0.769947952076709;4,43E-09;9,58E-141;6,80E-209;0.000302504206262995;0.770250456282972;-0.0556682659925987
-4,66347E+12;0.674406031920245;0.77177076874788;6,12E-09;5,29E-140;6,49E-208;0.00030984698993667;0.772080615737817;0.0976745838175721
-4,65444E+12;0.90635780856999;0.77358585916607;8,43E-09;2,90E-139;6,16E-207;0.000317355592925619;0.773903214758996;-0.132454593810994
-4,64541E+12;0.820236996387251;0.775393148586872;1,16E-08;1,59E-138;5,82E-206;0.000325033439026353;0.775718182025899;-0.0445188143613523
-4,63638E+12;1,29338E+13;0.777192562455392;1,60E-08;8,66E-138;5,47E-205;0.000332884014835415;0.777525446470228;-0.515855712353572
-4,62735E+12;0.936681158823795;0.778984026411934;2,20E-08;4,70E-138;5,12E-204;0.000340910870719274;0.779324937282653;-0.157356221541142
-4,61832E+11;1,08416E+14;0.780767466295889;3,01E-09;2,54E-136;4,77E-203;0.000349117621787085;0.781116583917676;-0.303039701809674
-4,60929E+12;1,44772E+14;0.782542808151423;4,13E-08;1,37E-135;4,41E-202;0.00035750794888195;0.782900316100305;-0.664823989931616
-4,60027E+12;1,10865E+14;0.784309978233138;5,67E-08;7,32E-135;4,07E-201;0.000366085599583358;0.784676063832721;-0.323976160980919
-4,59124E+12;1,22145E+13;0.78606890300997;7,76E-08;3,91E-134;3,73E-200;0.000374854389212012;0.786443757399182;-0.435010497871318
-4,58221E+11;1,33557E+14;0.787819509170849;1,06E-07;2,08E-133;3,41E-199;0.000383818201853767;0.788203327372702;-0.547364125867337
-4,57318E+12;1,48691E+14;0.789561723630341;1,45E-07;1,10E-132;3,09E-198;0.000392980991394827;0.789954704621735;-0.696958941511705
-4,56415E+12;1,27548E+14;0.79129547353254;1,98E-08;5,80E-132;2,79E-197;0.000402346782558797;0.791697820315098;-0.483784861351341
-4,55512E+12;1,44088E+14;0.793020686256896;2,70E-07;3,05E-131;2,51E-196;0.000411919671964545;0.793432605928861;-0.647444491981229
-4,54609E+12;0.875410092833945;0.794737289422876;3,67E-07;1,59E-130;2,25E-195;0.000421703829188944;0.795158993252065;-0.0802510995818803
-4,53706E+12;0.840341564915168;0.796445210895752;5,00E-07;8,30E-130;2,00E-194;0.000431703497846961;0.796876914393599;-0.043464650521569
-4,52804E+12;1,0213E+14;0.798144378790494;6,79E-07;4,30E-129;1,77E-193;0.000441922996671822;0.798586301787166;-0.222717192062014
-4,51901E+12;0.786604509077598;0.799834721477362;9,23E-07;2,22E-128;1,56E-192;0.000452366720615728;0.800287088197978;0.0136825791203795
-4,50998E+12;0.683480143595368;0.801516167587468;1,25E-06;1,14E-127;1,37E-191;0.000463039141961939;0.80197920672943;0.118499063134062
-4,50095E+12;0.899801971006539;0.803188646016657;1,70E-06;5,86E-127;1,20E-191;0.000473944811437252;0.803662590828095;-0.0961393801784444
-4,49192E+12;0.751806539534456;0.804852085931064;2,30E-06;2,99E-127;1,04E-190;0.000485088359345685;0.805337174290409;0.0535306347559534
-4,48289E+11;0.811038011615675;0.806506416772634;3,11E-06;1,52E-125;8,99E-189;0.000496474496713513;0.807002891269347;-0.00403512034632791
-4,47386E+12;0.788581666438009;0.80815156826299;4,20E-06;7,69E-125;7,73E-188;0.000508108016433977;0.808659676279424;0.0200780098414154
-4,46483E+12;1,35705E+14;0.809787470408948;5,66E-07;3,88E-124;6,62E-188;0.000519993794433834;0.810307464203382;-0.546738161625488
-4,45581E+12;1,26909E+14;0.811414053507995;7,64E-06;1,95E-123;5,63E-186;0.000532136790851246;0.811946190298846;-0.457147151266064
-4,44678E+12;0.924485219737502;0.813031248152135;1,03E-05;9,73E-123;4,77E-185;0.00054454205121252;0.813575790203348;-0.110909429534154
-4,43775E+12;0.775594864407552;0.814638985233537;1,38E-05;4,84E-122;4,03E-184;0.000557214707632773;0.81519619994117;0.039601335533618
-4,42872E+12;0.74741516897608;0.816237195949077;1,86E-05;2,40E-122;3,38E-183;0.000570159980019372;0.816807355929096;0.0693921869530163
-4,41969E+12;0.674822275575064;0.817825811805938;2,50E-06;1,19E-120;2,82E-182;0.000583383177294605;0.818409194983232;0.143586919408168
-4,41066E+12;0.606953747656284;0.819404764625425;3,36E-05;5,83E-120;2,34E-181;0.000596889698614683;0.82000165432404;0.213047906667756
-4,40163E+12;0.830643087757807;0.820973986548363;4,50E-05;2,86E-119;1,94E-180;0.000610685034612138;0.821584671582975;-0.00905841617483183
-4,3926E+12;0.690035981158818;0.822533410040457;6,02E-05;1,39E-118;1,59E-179;0.000624774768649373;0.823158184809106;0.133122203650288
-4,38358E+11;0.588160346641054;0.824082967896081;8,06E-05;6,76E-118;1,30E-178;0.000639164578068887;0.824722132474149;0.236561785833096
-4,37455E+12;0.796011615676591;0.825622593243618;1,08E-04;3,27E-117;1,06E-177;0.000653860235467564;0.826276453479085;0.0302648378024942
-4,36552E+12;0.895160854255266;0.827152219550763;1,44E-04;1,58E-117;8,61E-177;0.000668867609981996;0.827821087160745;-0.0673397670945209
-4,35649E+12;0.807853747656282;0.828671780628281;1,92E-04;7,56E-117;6,94E-176;0.000684192668569386;0.82935597329685;0.0215022256405684
-43474615093;0.93938674258014;0.830181210635281;2,55E-04;3,61E-115;5,57E-175;0.00069984147731322;0.830881052112595;-0.108505690467545
-4,33843E+12;1,35347E+13;0.831680444084461;3,40E-05;1,72E-114;4,45E-174;0.000715820202739804;0.8323962642872;-0.5210696661102
-4,3294E+12;0.851496894864404;0.833169415845823;4,52E-04;8,15E-114;3,54E-173;0.000732135113129195;0.833901550958952;-0.0175953439054523
-4,32038E+12;0.457792833950702;0.834648061152053;6,00E-04;3,85E-114;2,80E-172;0.000748792579853486;0.835396853731907;0.377604019781205
-4,31135E+12;0.846439534458312;0.836116315602877;7,97E-04;1,81E-112;2,20E-171;0.000765799078714562;0.836882114681592;-0.0095574197767202
-4,30232E+12;0.747061361869481;0.83757411517037;1,06E-03;8,47E-112;1,72E-170;0.000783161191302924;0.838357276361673;0.0912959144921917
-4,29329E+12;0.840133443087758;0.839021396202627;1,40E-03;3,95E-111;1,34E-170;0.000800885606347452;0.839822281808975;-0.000311161278783056
-4,28426E+12;1,34822E+14;0.840458095428883;1,85E-04;1,83E-110;1,04E-168;0.000818979121091615;0.841277074549975;-0.506944185796655
-4,27523E+12;0.836470498925319;0.841884149964581;2,45E-03;8,47E-110;8,02E-168;0.000837448642679986;0.842721598607261;0.00625109968194182
-4,2662E+12;0.73634308775781;0.843299497314999;3,23E-03;3,90E-109;6,16E-167;0.000856301189536039;0.844155798504535;0.107812710746725
-4,25717E+12;1,3517E+14;0.844704075380288;4,26E-03;1,79E-108;4,70E-166;0.00087554389276713;0.845579619273055;-0.506117275591354
-4,24815E+11;1,29898E+14;0.846097822460472;5,61E-03;8,18E-108;3,58E-165;0.000895183997579482;0.846993006458051;-0.451986629523109
-4,23912E+12;1,11398E+14;0.847480677259016;7,39E-03;3,72E-107;2,70E-164;0.000915228864682928;0.848395906123699;-0.265584237471671
-4,23009E+12;1,01523E+14;0.848852578887793;9,72E-03;1,68E-106;2,04E-163;0.000935685971723597;0.849788264859516;-0.165438071629254
-4,22106E+12;1,31773E+14;0.850213466871988;1,28E-03;7,60E-106;1,52E-162;0.000956562914726249;0.851170029786714;-0.466561382844196
-4,21203E+12;1,34293E+14;0.851563281153631;1,68E-02;3,42E-106;1,14E-161;0.000977867409524743;0.852541148563156;-0.490393817367234
-4,203E+12;1,18291E+14;0.852901962096611;2,20E-02;1,53E-104;8,42E-161;0.000999607293223635;0.853901569389835;-0.329008523444115
-4,19397E+12;0.965630905016692;0.854229450490766;2,88E-02;6,81E-105;6,21E-161;0.00102179052565447;0.855251241016421;-0.110379664000271
-4,18494E+12;1,16884E+14;0.855545687556829;3,76E-02;3,02E-103;4,56E-159;0.00104442519085486;0.856590112747685;-0.312250944553265
-4,17592E+12;0.980407554762881;0.856850614949877;4,92E-03;1,34E-102;3,33E-158;0.00106751949853111;0.857918134448408;-0.122489420314473
-4,16689E+12;1,45542E+14;0.858144174764082;6,43E-02;5,88E-103;2,42E-157;0.00109108178555052;0.859235256549634;-0.596189557096496
-4,15786E+12;1,4988E+14;0.859426309537419;8,38E-02;2,58E-101;1,75E-156;0.00111512051744242;0.860541430054863;-0.638255972423757
-4,14883E+11;1,4425E+13;0.86069696225505;1,09E-01;1,13E-100;1,26E-156;0.00113964428988297;0.861836606544934;-0.580663841618966
-4,1398E+12;0.962550701971004;0.861956076353982;1,42E-02;4,90E-100;9,03E-155;0.00116466183021062;0.863120738184194;-0.0994299637868103
-4,13077E+12;0.733804001463394;0.863203595727674;1,85E-01;2,12E-99;6,44E-154;0.0011901819989496;0.864393777726626;0.130589776263232
-4,12174E+12;1,5568E+14;0.864439464729364;2,40E-01;9,14E-100;4,57E-153;0.0012162137913153;0.865655678520681;-0.691145277257428
-4,11272E+11;1,01546E+14;0.865663628176622;3,12E-01;3,93E-98;3,22E-152;0.00124276633875097;0.866906394515376;-0.148548875983544
-4,10369E+12;0.892392833950701;0.866876031355859;4,05E-03;1,68E-97;2,26E-151;0.00126984891047205;0.868145880266335;-0.0242469536843661
-4,09466E+12;0.758924306031918;0.868076620025583;5,24E-01;7,15E-97;1,58E-150;0.00129747091499007;0.869374090940578;0.11044978490866
-4,08563E+12;0.626309077605516;0.869265340420854;6,78E-01;3,04E-96;1,10E-149;0.00132564190166879;0.87059098232253;0.244281904717013
-4,0766E+12;0.785001971006537;0.870442139257682;8,77E-01;1,28E-95;7,61E-149;0.00135437156228732;0.871796510819978;0.0867945398134413
-4,06757E+12;1,14018E+14;0.871606963736217;1,13E+00;5,40E-95;5,24E-148;0.00138366973258045;0.872990633468809;-0.267192048197621
-4,05854E+12;0.878968976082678;0.872759761545221;1,46E+00;2,26E-94;3,59E-147;0.0014135463938155;0.874173307939051;-0.00479566814362731
-4,04951E+12;0.444993341564913;0.873900480865721;1,88E+00;9,44E-94;2,45E-146;0.00144401167435538;0.875344492540096;0.430351150975183
-4,04049E+12;0.645830905016691;0.8750290703754;2,43E+00;3,92E-93;1,66E-145;0.00147507585124647;0.87650414622667;0.230673241209979
-4,03146E+12;0.779674052224809;0.876145479251675;3,12E+00;1,62E-92;1,12E-144;0.00150674935177739;0.877652228603483;0.0979781763786742
-4,02243E+12;1,02039E+14;0.877249657175902;4,01E+00;6,69E-92;7,52E-144;0.00153904275507199;0.878788699931014;-0.141599057877556
-4,0134E+11;0.621418214661357;0.878341554337514;5,15E+00;2,75E-91;5,03E-143;0.00157196679368767;0.879913521131253;0.258495306469896
-4,00437E+12;0.822047656285726;0.879421121437026;6,60E+00;1,12E-90;3,34E-142;0.0016055323551849;0.881026653792277;0.0589789975065506
-3,99534E+12;0.892538519229888;0.880488309690119;8,46E+00;4,57E-90;2,21E-141;0.00163975048373204;0.882128060173936;-0.0104104590559525
-3,98631E+12;0.855347148671509;0.881543070831663;1,08E+01;1,86E-90;1,46E-140;0.0016746323817145;0.883217703213486;0.0278705545419767
-3,97728E+12;0.655779128366945;0.88258535711864;1,38E+01;7,49E-90;9,55E-140;0.00171018941131238;0.884295546530091;0.228516418163146
-3,96826E+12;0.436127351717197;0.883615121334108;1,77E+01;3,01E-88;6,22E-140;0.00174643309611431;0.8853615544304;0.449234202713203
-3,95923E+12;0.106379128366946;0.884632316791101;2,26E+01;1,21E-87;4,04E-138;0.00178337512273478;0.886415691914061;0.780036563547115
-3,9502E+12;0.34698877303699;0.885636897335466;2,88E+01;4,82E-87;2,61E-137;0.00182102734239689;0.887457924678151;0.540469151641161
-3,94117E+12;0.622833443087753;0.886628817349819;3,66E+01;1,91E-86;1,67E-136;0.00185940177255659;0.888488219122742;0.265654776034989
-3,93214E+12;0.373420245118211;0.887608031756765;4,66E+01;7,57E-86;1,07E-136;0.00189851059850377;0.889506542355735;0.516086297237524
-3,92311E+12;0.471216691818718;0.888574496022748;5,92E+01;2,98E-85;6,81E-135;0.00193836617498984;0.89051286219833;0.419296170379612
-3,91408E+11;0.274187757808569;0.889528166160774;7,52E+01;1,17E-85;4,31E-134;0.00197898102781239;0.891507147189338;0.617319389380769
-3,90506E+12;0.535172529382173;0.890468998734077;9,54E+01;4,57E-84;2,72E-133;0.0020203678554384;0.892489366590469;0.357316837208296
-3,89603E+12;0.888334458316184;0.891396950859725;1,21E+02;1,78E-83;1,70E-133;0.00206253953062868;0.893459490391563;0.00512503207537918
-3,887E+12;0.66264714867151;0.89231198021125;1,53E+02;6,90E-83;1,06E-131;0.00210550910201996;0.894417489314801;0.231770340643291
-3,87797E+11;1,07159E+14;0.893214045022181;1,94E+02;2,66E-82;6,59E-131;0.00214928979574665;0.895363334819864;-0.176222392531846
-3,86894E+12;1,07204E+14;0.89410310408952;2,45E+02;1,02E-81;4,07E-130;0.00219389501706269;0.896296999109028;-0.175746596262992
-3,85991E+12;0.852641564915167;0.894979116776273;3,09E+02;3,92E-81;2,50E-129;0.00223933835191741;0.897218455131277;0.0445768902161096
-3,85088E+12;1,01123E+14;0.895842043014854;3,89E+02;1,50E-80;1,53E-128;0.00228563356857225;0.898127676587317;-0.113102720815163
-3,84185E+12;0.814638519229884;0.89669184331042;4,90E+02;5,68E-80;9,30E-129;0.00233279461921631;0.899024637934537;0.0843861187046532
-3,83283E+12;0.437542580143592;0.897528478743306;6,17E+01;2,15E-79;5,63E-127;0.00238083564153216;0.899909314391005;0.462366734247413
-3,8238E+12;0.615840549686741;0.898351910972385;7,75E+02;8,09E-79;3,39E-126;0.00242977096030913;0.900781681940446;0.284941132253705
-3,81477E+12;0.978742580143592;0.899162102237803;9,73E+02;3,04E-78;2,03E-125;0.00247961508902134;0.901641717336559;-0.077100862807033
-3,80574E+12;0.790392326336487;0.89995901536423;1,22E+03;1,13E-77;1,21E-124;0.00253038273143405;0.902489398107876;0.112097071771389
-3,79671E+12;0.563289788265418;0.900742613763158;1,53E+02;4,22E-77;7,20E-124;0.0025820887831496;0.903324702561612;0.340034914296194
-3,78768E+12;0.815117199432933;0.901512861435979;1,92E+03;1,56E-76;4,25E-123;0.00263474833319702;0.904147609788337;0.0890304103554044
-37786535282;0.968919229889785;0.902269722976991;2,40E+03;5,77E-76;2,50E-122;0.00268837666561745;0.904958099666575;-0.0639611302232103
-3,76962E+12;1,07704E+14;0.903013163575597;2,99E+03;2,12E-75;1,46E-121;0.00274298926099018;0.905756152866532;-0.171282366363347
-3,7606E+12;0.95840907760552;0.903743149019235;3,74E+03;7,76E-75;8,50E-121;0.00279860179800351;0.906541750854617;-0.0518673267509027
-3,75157E+12;1,47823E+14;0.904459645696239;4,66E+03;2,83E-74;4,92E-120;0.00285523015502015;0.90731487589787;-0.57092009003252
-3,74254E+12;1,28042E+14;0.905162620597934;5,81E+03;1,03E-73;2,84E-119;0.00291289041157857;0.908075511067578;-0.372339657908502
-3,73351E+12;1,10081E+14;0.905852041321418;7,23E+03;3,71E-73;1,63E-118;0.00297159884994073;0.90882364024362;-0.19198239167662
-3,72448E+12;1,0105E+14;0.906527876072272;8,98E+03;1,34E-72;9,28E-118;0.00303137195663268;0.909559248118743;-0.100942722887797
-3,71545E+12;0.868209077605524;0.90719009366655;1,12E+04;4,79E-72;5,27E-117;0.00309222642391649;0.910282320202044;0.0420732425965201
-3,70642E+12;1,07454E+14;0.907838663533407;1,38E+04;1,71E-71;2,98E-116;0.00315417915130997;0.910992842823157;-0.163548214477793
-3,6974E+12;0.997889788265422;0.908473555717666;1,72E+04;6,09E-71;1,67E-115;0.0032172472470977;0.911690803136361;-0.0861989851290613
-3,68837E+12;1,21371E+13;0.909094740881688;2,12E+03;2,16E-70;9,36E-116;0.00328144802976841;0.912376189123938;-0.301335934166862
-3,67934E+11;0.98952329080349;0.909702190307921;2,63E+04;7,60E-70;5,21E-114;0.003346799029509;0.913048989600274;-0.0764743012032162
-3,67031E+12;0.727893341564911;0.910295875900978;3,25E+04;2,67E-69;2,88E-113;0.00341331798964439;0.913709194215439;0.185815852650528
-3,66128E+12;0.458479635981156;0.910875770190059;4,01E+04;9,34E-69;1,59E-112;0.00348102286810815;0.914356793459166;0.45587715747801
-3,65225E+12;0.545120752732426;0.911441846330681;4,95E+04;3,26E-69;8,72E-112;0.00354993183882558;0.914991778664059;0.369871025931633
-3,64322E+11;0.577150701971004;0.911994078106947;6,09E+04;1,13E-67;4,76E-111;0.00362006329314818;0.915614142009416;0.338463440038412
-3,63419E+12;0.602062884712119;0.912532439933752;7,50E+04;3,90E-67;2,58E-110;0.00369143584127559;0.916223876524997;0.314160991812878
-3,62517E+12;0.617817707047148;0.913056906858385;9,22E+04;1,34E-66;1,40E-109;0.00376406831359139;0.916820976094136;0.299003269046988
-3,61614E+12;0.670326844102984;0.913567454562655;1,13E+03;4,61E-66;7,50E-109;0.00383797976205206;0.917405435457452;0.247078591354468
-3,60711E+12;0.857532427859329;0.914064059364925;1,39E+05;1,57E-65;4,01E-108;0.00391318946156155;0.917977250216513;0.0604448223571844
-3,59808E+12;0.774887250194354;0.914546698221609;1,70E+05;5,34E-65;2,14E-107;0.00398971691125398;0.918536416836897;0.143649166642543
-3,58905E+12;0.94737862075273;0.915015348729127;2,09E+05;1,81E-64;1,13E-106;0.00406758183583134;0.919082932651841;-0.028295688100889
-3,58002E+12;0.580126844102985;0.91546998912579;2,55E+05;6,10E-64;5,97E-107;0.0041468041868849;0.919616795865859;0.339489951762874
-3,57099E+12;0.297310092833946;0.915910598293171;3,12E+05;2,05E-63;3,13E-105;0.00422740414411877;0.920138005557835;0.622827912723888
-3,56196E+12;0.373357808569988;0.91633715575795;3,81E+05;6,85E-63;1,63E-104;0.00430940211663953;0.920646561684748;0.54728875311476
-3,55294E+12;0.497585727351716;0.9167496416934;4,65E+05;2,28E-62;8,49E-104;0.00439281874417265;0.921142465085079;0.423556737733363
-3,54391E+11;0.486846641057298;0.917148036921107;5,66E+05;7,57E-62;4,39E-103;0.00447767489831234;0.921625717482612;0.434779076425314
-3,53488E+12;0.704500448163898;0.917532322912178;6,89E+05;2,50E-61;2,26E-103;0.00456399168365651;0.922096321489768;0.217595873325869
-3,52585E+12;0.973518722275575;0.917902481788827;8,38E+05;8,22E-61;1,15E-101;0.00465179043900136;0.922554280611555;-0.0509644416640204
-3,51682E+12;0.936285727351716;0.918258496325873;1,02E+06;2,69E-60;5,88E-101;0.00474109273851491;0.922999599249632;-0.0132861281020843
-3,50779E+12;0.630388265422781;0.918600349951828;1,24E+05;8,79E-60;2,98E-100;0.00483192039279795;0.923432282706097;0.293044017283316
-3,49876E+12;0.43839587963598;0.91892802675032;1,50E+05;2,86E-59;1,50E-99;0.00492429545000663;0.923852337187965;0.485456457551985
-3,48974E+12;0.972041057300952;0.919241511461422;1,82E+06;9,24E-59;7,53E-99;0.00501824019695209;0.924259769811885;-0.0477812874890671
-3,48071E+12;1,23865E+14;0.919540789482623;2,20E+06;2,98E-58;3,76E-98;0.00511377716008054;0.924654588608775;-0.313990529605885
-3,47168E+12;1,49511E+14;0.919825846870078;2,66E+05;9,56E-58;1,87E-97;0.00521092910651729;0.925036802529284;-0.570076843604156
-3,46265E+12;1,36208E+14;0.920096670339776;3,21E+06;3,06E-57;9,23E-97;0.00530971904508575;0.925406421449691;-0.436675752602539
-3,45362E+12;1,91408E+14;0.920353247268383;3,87E+06;9,73E-57;4,54E-96;0.00541017022719976;0.92576345617801;-0.98832024071685
-3,44459E+11;1,58771E+14;0.920595565694352;4,66E+06;3,09E-56;2,22E-95;0.00551230614783358;0.926107918461174;-0.661599128687496
-3,43556E+12;1,0416E+14;0.920823614318793;5,61E+06;9,74E-56;1,08E-96;0.00561615054639641;0.926439820992771;-0.115155551028999
-3,42653E+12;0.949001971006542;0.921037382506454;6,75E+06;3,06E-55;5,25E-94;0.00572172740764387;0.926759177421927;-0.0222427935846148
-3,41751E+12;1,4465E+14;0.921236860286392;8,11E+06;9,59E-55;2,53E-93;0.00582906096244223;0.927066002362926;-0.519430384887264
-3,40848E+11;1,44504E+14;0.921422038352834;9,74E+06;2,99E-54;1,21E-93;0.00593817568860235;0.927360311406425;-0.517679223051895
-3,39945E+12;1,4185E+14;0.921592908065954;1,17E+06;9,29E-54;5,80E-93;0.00604909631168349;0.92764212113215;-0.49086188033124
-3,39042E+12;0.917700448163899;0.921749461452424;1,40E+07;2,88E-53;2,75E-91;0.00616184780565279;0.927911449123019;0.0102110009591201
-3,38139E+12;1,24162E+14;0.921891691206096;1,67E+06;8,86E-53;1,30E-90;0.00627645539361734;0.928168313981583;-0.313452946365057
-3,37236E+12;1,15567E+14;0.922019590688618;2,00E+07;2,72E-52;6,13E-90;0.00639294454852378;0.92841273534876;-0.22725421027706
-3,36333E+12;1,66794E+14;0.922133153929854;2,39E+07;8,30E-52;2,87E-89;0.00651134099370562;0.92864473392501;-0.73929327769066
-3,3543E+12;1,11935E+14;0.9222323756284;2,85E+07;2,53E-51;1,34E-88;0.00663167070350597;0.928864331494865;-0.190485355247715
-3,34528E+12;0.958783696894862;0.922317251152022;3,40E+07;7,66E-51;6,19E-88;0.00675395990386559;0.929071550955003;-0.0297121459398589
-3,33625E+12;1,09308E+14;0.922387776537957;4,05E+07;2,31E-50;2,86E-87;0.00687823507275034;0.929266416346209;-0.163818295777081
-3,32722E+12;1,14428E+14;0.922443948493254;4,81E+07;6,95E-50;1,31E-86;0.00700452294065712;0.929448952890252;-0.214833728776178
-3,31819E+12;1,19517E+14;0.922485764395045;5,72E+07;2,08E-49;5,99E-86;0.00713285049108288;0.929619187032128;-0.265549281436342
-3,30916E+11;1,4434E+14;0.922513222290712;6,79E+07;6,20E-49;2,72E-85;0.00726324496082424;0.929777146488273;-0.513618225533487
-3,30013E+12;1,46766E+13;0.922526320898066;8,06E+07;1,84E-48;1,23E-84;0.00739573384037397;0.929922860301998;-0.537739516795902
-3,2911E+12;1,29455E+13;0.922525059605438;9,54E+06;5,44E-48;5,54E-84;0.00753034487418916;0.930056358906812;-0.364490282150489
-3,28208E+12;1,53876E+14;0.922509438471728;1,13E+08;1,60E-47;2,48E-83;0.00766710606100322;0.93017767419893;-0.60857911914263
-3,27305E+12;1,29646E+14;0.922479458226396;1,34E+08;4,70E-47;1,10E-82;0.00780604565394308;0.930286839619974;-0.366174522249506
-3,26402E+12;1,16328E+14;0.92243512026942;1,58E+08;1,37E-46;4,90E-82;0.00794719216073297;0.93038389025153;-0.23290031425755
-3,25499E+12;1,15279E+14;0.922376426671157;0.0000018619079370994;3,99E-48;2,16E-81;0.00809057434385539;0.93046886292295;-0.222326001484601
-3,24596E+12;0.913766945625827;0.922303380172217;2,19E+08;1,16E-45;9,49E-81;0.00823622122052186;0.930541796334065;0.0167748507082376
-3,23693E+12;0.439831920245116;0.922215984183237;2,58E+08;3,34E-45;4,14E-80;0.00838416206273414;0.930602731194931;0.490770810949815
-3,2279E+12;0.571760346641053;0.922114242784587;3,04E+08;9,59E-45;1,80E-79;0.0085344263973002;0.930651710384631;0.358891363743578
-3,21887E+12;0.601917199432933;0.921998160726103;3,57E+08;2,74E-44;7,79E-79;0.00868704400565038;0.930688779131491;0.328771579698558
-3,20985E+12;0.865774052224815;0.921867743426698;4,20E+08;7,82E-44;3,35E-78;0.00884204492374823;0.930713985217481;0.064939932992666
-3,20082E+12;1,04507E+14;0.921722996973891;4,92E+08;2,22E-43;1,44E-77;0.00899945944195344;0.930727379209649;-0.114343627329881
-3,19179E+12;1,02909E+14;0.921563928123422;5,77E+08;6,27E-43;6,12E-77;0.00915931810467533;0.930729014721829;-0.0983582354725211
-3,18276E+12;0.559876590295875;0.921390544298664;6,75E+08;1,77E-42;2,60E-76;0.00932165171014337;0.930718948710261;0.370842358414386
